area_type,location,total_sqft,bath,balcony,price,bhk,price_per_sqft
Plot  Area,Sector 7 HSR Layout,3000.0,5.0,1.0,275.0,4,9167.0
Super built-up  Area,Sector 7 HSR Layout,1163.0,2.0,2.0,98.86,2,8500.0
Super built-up  Area,Sector 7 HSR Layout,1760.0,3.0,2.0,145.0,3,8239.0
Built-up  Area,Sector 7 HSR Layout,3900.0,3.0,2.0,300.0,3,7692.0
Super built-up  Area,Sector 7 HSR Layout,1163.0,2.0,1.0,98.86,2,8500.0
Super built-up  Area,Sector 7 HSR Layout,1342.0,2.0,2.0,115.0,2,8569.0
Super built-up  Area,Sector 7 HSR Layout,1760.0,3.0,2.0,160.0,3,9091.0
Super built-up  Area,Sector 7 HSR Layout,1760.0,3.0,2.0,142.0,3,8068.0
Built-up  Area,Sector 7 HSR Layout,2400.0,2.0,3.0,195.0,3,8125.0
Super built-up  Area,Sector 7 HSR Layout,1760.0,3.0,2.0,185.0,3,10511.0
Super built-up  Area,Sector 7 HSR Layout,1162.0,2.0,2.0,98.77,2,8500.0
Super built-up  Area,Seegehalli,901.0,2.0,1.0,35.14,2,3900.0
Plot  Area,Seegehalli,800.0,1.0,0.0,50.0,2,6250.0
Super built-up  Area,Seegehalli,1118.0,2.0,2.0,37.5,2,3354.0
Plot  Area,Seegehalli,1200.0,2.0,0.0,62.0,3,5167.0
Plot  Area,Seegehalli,1155.0,2.0,0.0,72.0,2,6234.0
Super built-up  Area,Seegehalli,1830.0,4.0,2.0,82.0,3,4481.0
Plot  Area,Seegehalli,4000.0,3.0,1.0,235.0,3,5875.0
Super built-up  Area,Seegehalli,1096.0,2.0,1.0,41.0,2,3741.0
Super built-up  Area,Seegehalli,920.0,2.0,1.0,27.0,2,2935.0
Super built-up  Area,Seegehalli,1553.0,3.0,3.0,68.0,3,4379.0
Super built-up  Area,Seegehalli,1639.0,3.0,3.0,120.0,3,7322.0
Plot  Area,Seegehalli,3000.0,4.0,2.0,235.0,3,7833.0
Super built-up  Area,Seegehalli,1134.0,2.0,2.0,45.0,2,3968.0
Super built-up  Area,Seegehalli,1683.0,3.0,3.0,80.0,3,4753.0
Super built-up  Area,Seegehalli,1176.0,2.0,2.0,50.0,2,4252.0
Plot  Area,Seegehalli,3000.0,4.0,2.0,240.0,3,8000.0
Built-up  Area,Shampura,2650.0,4.0,2.0,150.0,4,5660.0
Super built-up  Area,Shampura,1200.0,2.0,3.0,53.0,2,4417.0
Super built-up  Area,Shampura,700.0,1.0,2.0,35.0,2,5000.0
Built-up  Area,Shampura,1400.0,3.0,1.0,70.0,3,5000.0
Built-up  Area,Shampura,1475.0,3.0,3.0,78.0,3,5288.0
Super built-up  Area,Shampura,1700.0,3.0,3.0,75.0,3,4412.0
Built-up  Area,Shivaji Nagar,850.0,2.0,2.0,55.0,2,6471.0
Super built-up  Area,Shivaji Nagar,1554.0,3.0,3.0,130.0,2,8366.0
Plot  Area,Shivaji Nagar,3820.0,1.0,1.0,306.0,1,8010.0
Super built-up  Area,Shivaji Nagar,703.0,2.0,1.0,49.5,2,7041.0
Super built-up  Area,Shivaji Nagar,1460.0,2.0,1.0,90.0,3,6164.0
Carpet  Area,Shivaji Nagar,600.0,1.0,1.0,65.0,2,10833.0
Super built-up  Area,Singasandra,1030.0,2.0,0.0,55.0,2,5340.0
Built-up  Area,Singasandra,3850.0,6.0,3.0,195.0,4,5065.0
Super built-up  Area,Singasandra,1100.0,2.0,1.0,52.0,2,4727.0
Super built-up  Area,Singasandra,1300.0,2.0,2.0,65.0,2,5000.0
Super built-up  Area,Singasandra,1010.0,2.0,1.0,40.0,2,3960.0
Built-up  Area,Singasandra,1375.0,2.0,3.0,58.0,2,4218.0
Super built-up  Area,Singasandra,1120.0,2.0,1.0,60.0,2,5357.0
Super built-up  Area,Singasandra,1510.0,3.0,2.0,75.0,3,4967.0
Super built-up  Area,Singasandra,1179.0,2.0,2.0,56.0,2,4750.0
Super built-up  Area,Singasandra,1416.0,2.0,2.0,67.0,2,4732.0
Super built-up  Area,Singasandra,1476.0,2.0,1.0,73.0,3,4946.0
Super built-up  Area,Singasandra,1139.7,2.0,1.0,45.0,2,3948.0
Super built-up  Area,Singasandra,1465.0,2.0,3.0,60.0,2,4096.0
Super built-up  Area,Singasandra,1653.0,3.0,2.0,85.0,3,5142.0
Built-up  Area,Somasundara Palya,1255.0,2.0,2.0,67.0,2,5339.0
Super built-up  Area,Somasundara Palya,1448.0,2.0,2.0,68.0,2,4696.0
Super built-up  Area,Somasundara Palya,1178.0,2.0,3.0,73.0,2,6197.0
Super built-up  Area,Somasundara Palya,1260.0,2.0,1.0,60.0,2,4762.0
Built-up  Area,Somasundara Palya,1033.0,2.0,2.0,48.0,2,4647.0
Super built-up  Area,Somasundara Palya,1329.0,2.0,2.0,70.0,2,5267.0
Built-up  Area,Somasundara Palya,2372.0,3.0,0.0,140.0,3,5902.0
Super built-up  Area,Somasundara Palya,1185.0,2.0,3.0,70.0,2,5907.0
Built-up  Area,Somasundara Palya,2400.0,3.0,3.0,140.0,4,5833.0
Super built-up  Area,Somasundara Palya,1650.0,3.0,0.0,95.0,3,5758.0
Built-up  Area,Somasundara Palya,1186.0,2.0,3.0,72.0,2,6071.0
Super built-up  Area,Sompura,825.0,2.0,1.0,33.0,2,4000.0
Built-up  Area,Sompura,1025.0,2.0,0.0,37.0,3,3610.0
Super built-up  Area,Sompura,1020.0,2.0,3.0,41.0,2,4020.0
Built-up  Area,Sompura,1126.0,2.0,2.0,39.0,2,3464.0
Built-up  Area,Sompura,825.0,2.0,1.0,32.0,2,3879.0
Super built-up  Area,Sompura,1360.0,2.0,3.0,45.0,3,3309.0
Super built-up  Area,Sompura,1350.0,2.0,2.0,47.0,3,3481.0
Super built-up  Area,Sompura,2150.0,3.0,2.0,85.0,4,3953.0
Built-up  Area,Sonnenahalli,896.0,2.0,1.0,43.75,2,4883.0
Super built-up  Area,Sonnenahalli,1120.0,2.0,2.0,43.0,2,3839.0
Super built-up  Area,Sonnenahalli,1100.0,2.0,1.0,44.0,2,4000.0
Super built-up  Area,Sonnenahalli,1011.0,2.0,1.0,50.53,2,4998.0
Super built-up  Area,Sonnenahalli,614.5,1.0,0.0,30.715,1,4998.0
Super built-up  Area,Sonnenahalli,1484.0,3.0,1.0,74.18,3,4999.0
Super built-up  Area,Sonnenahalli,1610.0,3.0,2.0,80.48,3,4999.0
Super built-up  Area,Sonnenahalli,1415.0,2.0,1.0,65.0,3,4594.0
Super built-up  Area,Sonnenahalli,1268.0,2.0,1.0,58.0,2,4574.0
Super built-up  Area,Sonnenahalli,1268.0,2.0,1.0,56.0,2,4416.0
Super built-up  Area,Sonnenahalli,605.0,1.0,1.0,30.24,1,4998.0
Built-up  Area,Sonnenahalli,1484.0,3.0,1.0,75.0,3,5054.0
Super built-up  Area,Subramanyapura,929.0,2.0,0.0,50.17,2,5400.0
Built-up  Area,Subramanyapura,1200.0,2.0,2.0,52.0,2,4333.0
Super built-up  Area,Subramanyapura,975.0,2.0,1.0,58.0,2,5949.0
Built-up  Area,Subramanyapura,1277.0,2.0,2.0,55.0,2,4307.0
Super built-up  Area,Subramanyapura,985.0,2.0,1.0,58.0,2,5888.0
Super built-up  Area,Subramanyapura,1245.0,2.0,1.0,68.0,3,5462.0
Super built-up  Area,Subramanyapura,1313.0,2.0,2.0,73.0,2,5560.0
Super built-up  Area,Subramanyapura,1313.0,2.0,2.0,66.5,2,5065.0
Super built-up  Area,Subramanyapura,1255.0,2.0,2.0,79.0,3,6295.0
Super built-up  Area,Subramanyapura,1330.0,3.0,2.0,72.0,3,5414.0
Built-up  Area,Subramanyapura,929.0,2.0,1.0,48.0,2,5167.0
Super built-up  Area,Subramanyapura,950.0,2.0,1.0,55.0,2,5789.0
Super built-up  Area,Subramanyapura,929.0,2.0,1.0,56.0,2,6028.0
Built-up  Area,Subramanyapura,1260.0,2.0,2.0,76.0,3,6032.0
Super built-up  Area,Subramanyapura,960.0,2.0,1.0,55.0,2,5729.0
Super built-up  Area,Subramanyapura,1260.0,2.0,1.0,73.0,3,5794.0
Super built-up  Area,Subramanyapura,1278.0,3.0,2.0,70.0,3,5477.0
Super built-up  Area,Subramanyapura,929.0,2.0,2.0,49.0,2,5274.0
Super built-up  Area,Subramanyapura,1260.0,2.0,1.0,75.0,3,5952.0
Super built-up  Area,Subramanyapura,1000.0,2.0,1.0,45.0,2,4500.0
Super built-up  Area,Subramanyapura,929.0,1.0,2.0,51.0,2,5490.0
Super built-up  Area,Subramanyapura,1880.0,3.0,2.0,110.0,3,5851.0
Carpet  Area,Sultan Palaya,1700.0,3.0,3.0,120.0,3,7059.0
Super built-up  Area,Sultan Palaya,1100.0,2.0,1.0,45.0,2,4091.0
Built-up  Area,Sultan Palaya,900.0,2.0,2.0,45.0,2,5000.0
Built-up  Area,Sultan Palaya,870.0,2.0,1.0,65.0,2,7471.0
Built-up  Area,Sultan Palaya,1765.0,3.0,3.0,80.0,3,4533.0
Super built-up  Area,Sultan Palaya,1713.0,3.0,3.0,125.0,3,7297.0
Super built-up  Area,Sultan Palaya,1009.0,2.0,1.0,65.0,2,6442.0
Built-up  Area,Sultan Palaya,5000.0,5.0,2.0,325.0,4,6500.0
Super built-up  Area,Sultan Palaya,1070.0,2.0,2.0,49.0,2,4579.0
Plot  Area,TC Palaya,1475.0,3.0,1.0,98.0,3,6644.0
Plot  Area,TC Palaya,1200.0,2.0,0.0,60.0,2,5000.0
Plot  Area,TC Palaya,1240.0,2.0,1.0,60.0,2,4839.0
Plot  Area,TC Palaya,1500.0,2.0,1.0,100.0,3,6667.0
Plot  Area,TC Palaya,1200.0,2.0,0.0,65.0,2,5417.0
Plot  Area,TC Palaya,1200.0,2.0,0.0,70.0,2,5833.0
Plot  Area,TC Palaya,900.0,2.0,0.0,55.0,2,6111.0
Plot  Area,TC Palaya,4800.0,3.0,3.0,302.0,4,6292.0
Built-up  Area,TC Palaya,1000.0,2.0,0.0,64.0,2,6400.0
Plot  Area,TC Palaya,900.0,2.0,0.0,55.0,2,6111.0
Plot  Area,TC Palaya,1200.0,2.0,0.0,66.0,2,5500.0
Plot  Area,TC Palaya,900.0,2.0,0.0,55.0,2,6111.0
Plot  Area,TC Palaya,900.0,2.0,0.0,55.0,2,6111.0
Built-up  Area,TC Palaya,1200.0,2.0,0.0,65.0,2,5417.0
Super built-up  Area,TC Palaya,1500.0,2.0,0.0,75.0,2,5000.0
Built-up  Area,TC Palaya,1000.0,2.0,0.0,70.0,2,7000.0
Built-up  Area,TC Palaya,1100.0,2.0,0.0,65.0,2,5909.0
Built-up  Area,TC Palaya,1800.0,2.0,2.0,80.0,2,4444.0
Plot  Area,TC Palaya,1200.0,2.0,1.0,70.0,2,5833.0
Plot  Area,TC Palaya,1350.0,1.0,0.0,55.0,1,4074.0
Plot  Area,TC Palaya,900.0,2.0,0.0,55.0,2,6111.0
Plot  Area,TC Palaya,900.0,2.0,0.0,55.0,2,6111.0
Built-up  Area,TC Palaya,1082.0,2.0,2.0,64.0,2,5915.0
Super built-up  Area,TC Palaya,1152.0,2.0,2.0,55.0,2,4774.0
Super built-up  Area,Talaghattapura,1868.0,3.0,2.0,131.0,3,7013.0
Super built-up  Area,Talaghattapura,2038.5,3.0,0.0,120.0,3,5887.0
Super built-up  Area,Talaghattapura,2106.0,3.0,2.0,126.0,3,5983.0
Super built-up  Area,Talaghattapura,1868.0,3.0,1.0,121.0,3,6478.0
Super built-up  Area,Talaghattapura,2106.0,3.0,2.0,126.0,3,5983.0
Super built-up  Area,Talaghattapura,1868.0,3.0,1.0,135.0,3,7227.0
Super built-up  Area,Talaghattapura,1856.0,3.0,2.0,135.0,3,7274.0
Super built-up  Area,Talaghattapura,1868.0,3.0,1.0,120.0,3,6424.0
Super built-up  Area,Talaghattapura,1804.0,3.0,1.0,115.0,3,6375.0
Super built-up  Area,Talaghattapura,1856.0,3.0,2.0,135.0,3,7274.0
Super built-up  Area,Talaghattapura,2254.0,3.0,2.0,153.0,3,6788.0
Super built-up  Area,Talaghattapura,2106.0,3.0,3.0,148.0,3,7028.0
Super built-up  Area,Talaghattapura,1856.0,3.0,2.0,135.0,3,7274.0
Super built-up  Area,Talaghattapura,2273.0,3.0,3.0,159.0,3,6995.0
Super built-up  Area,Talaghattapura,2099.0,3.0,3.0,147.0,3,7003.0
Built-up  Area,Talaghattapura,1100.0,2.0,0.0,50.0,2,4545.0
Super built-up  Area,Talaghattapura,1100.0,2.0,1.0,49.49,2,4499.0
Super built-up  Area,Talaghattapura,1575.0,3.0,2.0,80.0,3,5079.0
Super built-up  Area,Talaghattapura,2273.0,3.0,2.0,145.0,3,6379.0
Super built-up  Area,Talaghattapura,1175.0,2.0,2.0,62.0,2,5277.0
Super built-up  Area,Talaghattapura,1804.0,3.0,2.0,127.0,3,7040.0
Super built-up  Area,Talaghattapura,1062.0,2.0,1.0,42.48,2,4000.0
Super built-up  Area,Talaghattapura,2038.5,3.0,0.0,122.0,3,5985.0
Built-up  Area,Talaghattapura,1800.0,3.0,1.0,84.0,3,4667.0
Super built-up  Area,Talaghattapura,2265.0,3.0,3.0,159.0,3,7020.0
Super built-up  Area,Talaghattapura,2099.0,3.0,2.0,134.0,3,6384.0
Super built-up  Area,Thanisandra,510.0,1.0,0.0,25.25,1,4951.0
Super built-up  Area,Thanisandra,1296.0,2.0,3.0,80.0,2,6173.0
Super built-up  Area,Thanisandra,2144.0,3.0,2.0,145.0,3,6763.0
Super built-up  Area,Thanisandra,445.0,1.0,0.0,28.0,1,6292.0
Super built-up  Area,Thanisandra,1296.0,2.0,2.0,83.0,2,6404.0
Super built-up  Area,Thanisandra,2144.0,3.0,2.0,135.0,3,6297.0
Super built-up  Area,Thanisandra,1093.0,2.0,2.0,70.0,2,6404.0
Super built-up  Area,Thanisandra,1265.0,2.0,1.0,79.0,3,6245.0
Super built-up  Area,Thanisandra,1651.0,3.0,3.0,97.38,3,5898.0
Super built-up  Area,Thanisandra,1265.0,2.0,2.0,85.0,2,6719.0
Super built-up  Area,Thanisandra,510.0,1.0,1.0,25.25,1,4951.0
Super built-up  Area,Thanisandra,776.5,2.0,0.0,48.145,1,6200.0
Super built-up  Area,Thanisandra,1564.0,3.0,1.0,101.0,3,6458.0
Super built-up  Area,Thanisandra,1847.0,3.0,2.0,123.0,3,6659.0
Super built-up  Area,Thanisandra,1697.0,3.0,2.0,114.0,3,6718.0
Built-up  Area,Thanisandra,3500.0,5.0,0.0,160.0,6,4571.0
Super built-up  Area,Thanisandra,1573.0,3.0,2.0,95.0,3,6039.0
Super built-up  Area,Thanisandra,1917.0,3.0,3.0,122.0,3,6364.0
Super built-up  Area,Thanisandra,693.0,1.0,1.0,34.3,1,4949.0
Super built-up  Area,Thanisandra,1098.0,2.0,1.0,68.0,2,6193.0
Super built-up  Area,Thanisandra,760.0,1.0,2.0,50.3,1,6618.0
Super built-up  Area,Thanisandra,2002.0,3.0,2.0,112.0,3,5594.0
Super built-up  Area,Thanisandra,1697.0,3.0,2.0,115.0,3,6777.0
Plot  Area,Thanisandra,1380.0,1.0,1.0,62.1,1,4500.0
Super built-up  Area,Thanisandra,923.0,1.0,1.0,60.84,1,6592.0
Built-up  Area,Thanisandra,923.0,1.0,1.0,45.69,1,4950.0
Super built-up  Area,Thanisandra,1296.0,2.0,2.0,72.0,2,5556.0
Super built-up  Area,Thanisandra,1698.0,3.0,2.0,102.0,3,6007.0
Super built-up  Area,Thanisandra,1411.0,3.0,1.0,93.04,3,6594.0
Super built-up  Area,Thanisandra,1996.0,3.0,2.0,135.0,3,6764.0
Super built-up  Area,Thanisandra,1801.0,3.0,1.0,115.0,3,6385.0
Super built-up  Area,Thanisandra,1265.0,2.0,2.0,82.0,2,6482.0
Super built-up  Area,Thanisandra,1917.0,4.0,2.0,113.0,3,5895.0
Super built-up  Area,Thanisandra,662.0,1.0,1.0,42.0,1,6344.0
Super built-up  Area,Thanisandra,1948.0,3.0,2.0,130.0,3,6674.0
Super built-up  Area,Thanisandra,1098.0,2.0,1.0,74.0,2,6740.0
Super built-up  Area,Thanisandra,1564.0,3.0,1.0,104.0,3,6650.0
Super built-up  Area,Thanisandra,2127.0,3.0,2.0,135.0,3,6347.0
Super built-up  Area,Thanisandra,1276.0,2.0,2.0,75.0,2,5878.0
Built-up  Area,Thanisandra,693.0,1.0,1.0,34.3,1,4949.0
Super built-up  Area,Thanisandra,2259.0,5.0,2.0,135.0,4,5976.0
Super built-up  Area,Thanisandra,1265.0,2.0,1.0,78.0,2,6166.0
Super built-up  Area,Thanisandra,934.0,2.0,2.0,55.0,2,5889.0
Super built-up  Area,Thanisandra,1056.0,2.0,2.0,68.0,2,6439.0
Built-up  Area,Thanisandra,1595.0,3.0,1.0,110.0,3,6897.0
Super built-up  Area,Thanisandra,1411.0,3.0,1.0,93.15,3,6602.0
Super built-up  Area,Thanisandra,1093.0,2.0,1.0,68.1,2,6231.0
Super built-up  Area,Thanisandra,1093.0,2.0,2.0,72.0,2,6587.0
Super built-up  Area,Thanisandra,1698.0,3.0,2.0,107.0,3,6302.0
Super built-up  Area,Thanisandra,1564.0,3.0,1.0,105.0,3,6714.0
Super built-up  Area,Thanisandra,1265.0,2.0,1.0,83.0,2,6561.0
Super built-up  Area,Thanisandra,784.0,1.0,0.0,35.285,1,4501.0
Super built-up  Area,Thanisandra,965.0,2.0,1.0,56.0,2,5803.0
Super built-up  Area,Thanisandra,1546.0,3.0,1.0,95.0,3,6145.0
Super built-up  Area,Thanisandra,777.0,1.0,0.0,38.535,1,4959.0
Super built-up  Area,Thanisandra,1697.0,3.0,2.0,110.0,3,6482.0
Built-up  Area,Thanisandra,1492.0,3.0,1.0,88.0,3,5898.0
Built-up  Area,Thanisandra,2072.0,3.0,2.0,122.0,3,5888.0
Super built-up  Area,Thanisandra,1880.0,3.0,3.0,120.0,3,6383.0
Super built-up  Area,Thanisandra,760.0,1.0,2.0,50.0,1,6579.0
Super built-up  Area,Thanisandra,933.0,2.0,1.0,58.0,1,6217.0
Super built-up  Area,Thanisandra,1917.0,3.0,2.0,110.0,3,5738.0
Super built-up  Area,Thanisandra,1996.0,4.0,1.0,123.0,3,6162.0
Super built-up  Area,Thanisandra,1183.0,2.0,1.0,77.25,2,6530.0
Built-up  Area,Thanisandra,1491.0,3.0,1.0,88.0,3,5902.0
Super built-up  Area,Thanisandra,662.0,1.0,1.0,29.0,1,4381.0
Super built-up  Area,Thanisandra,1564.0,3.0,2.0,100.0,3,6394.0
Built-up  Area,Thanisandra,662.0,1.0,0.0,45.0,1,6798.0
Super built-up  Area,Thanisandra,1573.0,3.0,2.0,98.0,3,6230.0
Super built-up  Area,Thanisandra,1262.0,2.0,1.0,83.0,3,6577.0
Super built-up  Area,Thanisandra,1056.0,2.0,2.0,65.0,2,6155.0
Super built-up  Area,Thanisandra,1702.0,3.0,2.0,115.0,3,6757.0
Super built-up  Area,Thanisandra,1343.0,2.0,2.0,75.0,2,5585.0
Super built-up  Area,Thanisandra,1935.0,4.0,2.0,122.0,3,6305.0
Super built-up  Area,Thanisandra,933.0,2.0,1.0,55.0,2,5895.0
Super built-up  Area,Thanisandra,1183.0,2.0,1.0,77.3,2,6534.0
Super built-up  Area,Thanisandra,662.0,1.0,0.0,38.0,1,5740.0
Super built-up  Area,Thanisandra,1265.0,2.0,1.0,72.0,2,5692.0
Super built-up  Area,Thanisandra,1595.0,3.0,1.0,105.0,3,6583.0
Super built-up  Area,Thanisandra,580.0,1.0,1.0,27.5,1,4741.0
Super built-up  Area,Thanisandra,2087.0,4.0,2.0,139.0,3,6660.0
Super built-up  Area,Thanisandra,1098.0,2.0,1.0,71.0,2,6466.0
Super built-up  Area,Thanisandra,1411.0,3.0,1.0,93.25,3,6609.0
Super built-up  Area,Thanisandra,1732.0,3.0,1.0,112.0,3,6467.0
Super built-up  Area,Thanisandra,933.0,1.0,1.0,61.0,1,6538.0
Super built-up  Area,Thanisandra,1702.0,3.0,2.0,107.0,3,6287.0
Super built-up  Area,Thanisandra,747.0,1.0,0.0,34.355,1,4599.0
Super built-up  Area,Thanisandra,2030.0,4.0,1.0,125.0,3,6158.0
Built-up  Area,Thanisandra,1948.0,4.0,2.0,129.0,4,6622.0
Built-up  Area,Thanisandra,1573.0,3.0,1.0,90.0,3,5722.0
Super built-up  Area,Thanisandra,1056.0,2.0,2.0,70.0,2,6629.0
Super built-up  Area,Thanisandra,1595.0,3.0,2.0,96.0,3,6019.0
Super built-up  Area,Thanisandra,1245.0,2.0,1.0,83.05,2,6671.0
Super built-up  Area,Thanisandra,1261.0,2.0,1.0,80.0,3,6344.0
Super built-up  Area,Thanisandra,1884.0,4.0,2.0,117.0,3,6210.0
Super built-up  Area,Thanisandra,965.0,2.0,1.0,54.0,2,5596.0
Super built-up  Area,Thanisandra,1930.0,4.0,2.0,122.0,3,6321.0
Super built-up  Area,Thanisandra,777.0,1.0,0.0,38.46,1,4950.0
Super built-up  Area,Thanisandra,1930.0,4.0,2.0,120.0,3,6218.0
Super built-up  Area,Thanisandra,760.0,1.0,2.0,50.4,1,6632.0
Super built-up  Area,Thanisandra,663.0,1.0,0.0,32.82,1,4950.0
Super built-up  Area,Thanisandra,1801.0,3.0,2.0,115.0,3,6385.0
Built-up  Area,Thanisandra,3671.0,4.0,1.0,220.0,4,5993.0
Super built-up  Area,Thanisandra,1305.0,2.0,2.0,90.0,2,6897.0
Super built-up  Area,Thanisandra,1965.0,4.0,2.0,125.0,3,6361.0
Super built-up  Area,Thanisandra,1573.0,3.0,2.0,100.0,3,6357.0
Built-up  Area,Thanisandra,1917.0,4.0,2.0,130.0,4,6781.0
Super built-up  Area,Thigalarapalya,3122.0,6.0,2.0,230.0,4,7367.0
Super built-up  Area,Thigalarapalya,1297.0,2.0,2.0,103.0,2,7941.0
Super built-up  Area,Thigalarapalya,1418.0,2.0,2.0,95.0,2,6700.0
Super built-up  Area,Thigalarapalya,3122.0,6.0,2.0,235.0,4,7527.0
Super built-up  Area,Thigalarapalya,3122.0,6.0,2.0,245.0,4,7848.0
Super built-up  Area,Thigalarapalya,1418.0,2.0,2.0,103.0,2,7264.0
Super built-up  Area,Thigalarapalya,1418.0,2.0,2.0,101.0,2,7123.0
Super built-up  Area,Thigalarapalya,1418.0,2.0,2.0,104.0,2,7334.0
Super built-up  Area,Thigalarapalya,3122.0,5.0,2.0,225.0,4,7207.0
Super built-up  Area,Thigalarapalya,2912.0,6.0,2.0,210.0,4,7212.0
Super built-up  Area,Thigalarapalya,1418.0,2.0,2.0,103.0,2,7264.0
Super built-up  Area,Thigalarapalya,2072.0,4.0,2.0,159.0,3,7674.0
Super built-up  Area,Thigalarapalya,1418.0,2.0,2.0,106.0,2,7475.0
Super built-up  Area,Thigalarapalya,1418.0,2.0,2.0,104.0,2,7334.0
Super built-up  Area,Thigalarapalya,3122.0,6.0,2.0,237.0,4,7591.0
Super built-up  Area,Thigalarapalya,1418.0,2.0,2.0,105.0,2,7405.0
Super built-up  Area,Thigalarapalya,1418.0,2.0,2.0,104.0,2,7334.0
Super built-up  Area,Thigalarapalya,1418.0,2.0,2.0,106.0,2,7475.0
Super built-up  Area,Thigalarapalya,2072.0,4.0,2.0,155.0,3,7481.0
Super built-up  Area,Thigalarapalya,1830.0,4.0,2.0,135.0,3,7377.0
Super built-up  Area,Thigalarapalya,1418.0,2.0,2.0,105.0,2,7405.0
Super built-up  Area,Thigalarapalya,2072.0,4.0,2.0,160.0,3,7722.0
Super built-up  Area,Thigalarapalya,2072.0,4.0,2.0,160.0,3,7722.0
Super built-up  Area,Thigalarapalya,2072.0,4.0,2.0,155.0,3,7481.0
Super built-up  Area,Thigalarapalya,3122.0,6.0,2.0,235.0,4,7527.0
Super built-up  Area,Thigalarapalya,2072.0,4.0,2.0,153.0,3,7384.0
Super built-up  Area,Thigalarapalya,2072.0,4.0,2.0,157.0,3,7577.0
Super built-up  Area,Thigalarapalya,1418.0,2.0,2.0,105.0,2,7405.0
Built-up  Area,Thigalarapalya,3362.0,5.0,2.0,249.0,4,7406.0
Super built-up  Area,Thigalarapalya,3122.0,6.0,2.0,245.0,4,7848.0
Super built-up  Area,Thigalarapalya,4190.0,4.0,0.0,325.0,4,7757.0
Super built-up  Area,Thigalarapalya,1400.0,2.0,2.0,105.0,2,7500.0
Super built-up  Area,Thigalarapalya,1297.0,2.0,2.0,98.0,2,7556.0
Built-up  Area,Thubarahalli,3800.0,4.0,3.0,239.0,4,6289.0
Super built-up  Area,Thubarahalli,1200.0,2.0,2.0,78.0,2,6500.0
Super built-up  Area,Thubarahalli,1128.0,2.0,2.0,75.0,2,6649.0
Built-up  Area,Thubarahalli,1185.0,2.0,2.0,65.0,2,5485.0
Built-up  Area,Thubarahalli,975.0,2.0,1.0,55.0,2,5641.0
Super built-up  Area,Thubarahalli,1330.0,2.0,1.0,75.0,2,5639.0
Super built-up  Area,Thubarahalli,1085.0,2.0,1.0,70.0,2,6452.0
Built-up  Area,Thubarahalli,1216.0,2.0,1.0,80.0,2,6579.0
Super built-up  Area,Thubarahalli,1200.0,2.0,2.0,79.0,2,6583.0
Super built-up  Area,Thubarahalli,1200.0,2.0,2.0,80.0,2,6667.0
Super built-up  Area,Thubarahalli,1200.0,2.0,2.0,79.55,2,6629.0
Built-up  Area,Thubarahalli,2625.0,3.0,3.0,175.0,3,6667.0
Super built-up  Area,Thubarahalli,975.0,2.0,1.0,50.0,2,5128.0
Super built-up  Area,Thubarahalli,1584.0,3.0,2.0,101.0,3,6376.0
Plot  Area,Thyagaraja Nagar,800.0,1.0,1.0,100.0,1,12500.0
Super built-up  Area,Thyagaraja Nagar,2000.0,4.0,2.0,145.0,5,7250.0
Super built-up  Area,Thyagaraja Nagar,1270.0,2.0,2.0,95.25,3,7500.0
Super built-up  Area,Thyagaraja Nagar,1040.0,2.0,1.0,68.0,2,6538.0
Plot  Area,Tindlu,1500.0,2.0,1.0,87.0,3,5800.0
Built-up  Area,Tindlu,7500.0,7.0,2.0,400.0,7,5333.0
Super built-up  Area,Tindlu,1357.0,2.0,2.0,65.0,3,4790.0
Plot  Area,Tindlu,1500.0,3.0,1.0,87.0,3,5800.0
Built-up  Area,Tindlu,1370.07,3.0,1.0,65.0,3,4744.0
Built-up  Area,Tindlu,1165.0,2.0,2.0,59.8,2,5133.0
Super built-up  Area,Tindlu,1050.0,2.0,2.0,55.0,2,5238.0
Super built-up  Area,Tindlu,1100.0,2.0,2.0,55.0,2,5000.0
Super built-up  Area,Tumkur Road,1500.0,3.0,3.0,95.0,3,6333.0
Super built-up  Area,Tumkur Road,1779.0,3.0,2.0,112.0,3,6296.0
Super built-up  Area,Tumkur Road,1586.0,3.0,1.0,100.0,3,6305.0
Super built-up  Area,Tumkur Road,1098.0,2.0,1.0,72.0,2,6557.0
Super built-up  Area,Tumkur Road,1354.0,3.0,1.0,90.0,3,6647.0
Super built-up  Area,Tumkur Road,1240.0,2.0,1.0,84.0,3,6774.0
Super built-up  Area,Tumkur Road,1239.0,2.0,1.0,82.0,2,6618.0
Super built-up  Area,Tumkur Road,1246.0,2.0,1.0,82.0,2,6581.0
Super built-up  Area,Tumkur Road,1500.0,3.0,3.0,100.0,3,6667.0
Super built-up  Area,Tumkur Road,1416.0,3.0,1.0,94.0,3,6638.0
Super built-up  Area,Tumkur Road,1027.0,2.0,1.0,60.0,2,5842.0
Super built-up  Area,Tumkur Road,1027.0,2.0,1.0,68.62,2,6682.0
Super built-up  Area,Tumkur Road,1459.0,2.0,1.0,95.0,3,6511.0
Super built-up  Area,Tumkur Road,992.0,2.0,1.0,60.0,2,6048.0
Super built-up  Area,Tumkur Road,1066.0,2.0,2.0,52.5,2,4925.0
